category,discounted_price,actual_price,discount_percentage,rating,rating_count,venta
1,163,313,56,4.1,13045,1
4,436,420,16,4.4,5865,1
1,145,313,61,4.1,15188,1
1,145,313,61,4.1,15189,1
1,145,313,61,4.1,15189,1
4,194,305,40,3.9,898,1
2,546,445,89,3.8,594,1
4,484,63,47,3.1,2449,1
1,227,313,50,4.1,789,1
2,500,127,56,3.3,576,1
7,36,204,48,4.3,3530,1
2,266,323,35,4.4,1712,1
1,243,445,72,4.3,112,1
1,546,371,83,3.9,24871,1
1,546,371,83,3.9,24870,1
1,127,1,83,3.9,24871,1
1,127,1,83,3.9,24870,1
1,127,1,83,3.9,24870,1
2,310,293,19,4.2,45238,1
2,106,130,36,4.3,485,1
1,546,412,86,3.9,24871,1
2,106,130,36,4.4,357,1
4,289,326,24,4.3,28629,1
1,9,63,19,4.2,2375,1
1,549,172,56,4.3,1690,1
1,273,288,26,3.5,11827,1
4,370,445,52,3.0,617,1
4,280,361,42,3.9,2569,1
2,242,265,31,3.9,200,1
4,206,273,20,4.3,7140,1
1,351,316,9,4.5,50810,1
2,414,74,62,3.8,14648,1
4,58,211,45,3.5,2283,1
2,273,427,63,3.8,425,1
0,184,272,36,3.8,1118,1
1,16,117,31,4.1,1662,1
2,393,42,58,3.9,1173,1
4,335,375,41,4.1,1240,1
4,33,98,15,3.8,2466,1
2,521,349,83,4.3,2351,1
2,301,328,35,4.3,7109,1
2,377,377,27,4.3,7109,1
2,245,445,72,3.7,3234,1
4,151,206,30,4.1,2536,1
2,52,266,58,4.1,109864,1
1,267,237,8,3.7,1977,1
2,243,408,65,3.8,1079,1
1,116,288,68,3.7,41,0
4,549,67,26,4.2,386,1
4,500,127,56,4.1,2162,1
2,76,376,71,4.0,26880,1
2,76,376,71,4.0,26880,1
1,127,265,59,4.0,1540,1
4,549,120,43,3.8,305,1
2,190,352,53,4.1,38879,1
1,273,265,17,4.0,2766,1
1,273,265,17,4.0,2766,1
1,401,410,20,4.5,50273,1
2,350,127,78,4.0,3382,1
2,350,127,78,4.0,3382,1
1,246,445,72,3.7,2249,1
2,446,379,2,4.1,6753,1
2,366,353,20,4.1,6753,1
4,430,42,49,4.2,590,1
4,77,158,16,4.0,15382,1
2,549,197,62,4.6,26603,1
7,546,442,0,4.3,388,1
4,540,74,35,4.3,5911,1
1,163,110,89,3.9,7928,1
1,163,445,78,3.9,7928,1
1,163,445,78,3.9,7928,1
4,131,165,28,4.0,11206,1
2,393,110,71,4.1,1475,1
2,211,409,58,4.1,48449,1
2,211,409,58,4.1,48448,1
4,417,1,39,3.6,1074,1
2,320,375,47,4.2,4969,1
2,190,448,72,4.1,42139,1
1,259,445,70,4.3,20850,1
1,273,408,59,4.4,28791,1
4,406,20,42,4.3,534,1
2,91,215,29,4.0,897,1
1,270,316,91,4.3,4426,1
1,148,313,60,3.4,9385,1
2,200,244,15,3.5,621,1
4,208,309,32,4.2,7968,1
2,62,316,64,4.0,67950,1
2,62,316,64,4.0,67951,1
4,194,344,51,4.1,21783,1
4,434,68,54,4.1,3233,1
4,398,46,53,4.2,6398,1
4,361,438,42,4.2,1772,1
4,506,23,16,4.4,2981,1
4,388,127,73,3.4,1066,1
4,188,355,54,4.1,8866,1
2,350,427,51,3.4,431,1
1,273,445,67,4.3,766,1
4,60,102,2,4.0,2877,1
1,350,25,62,4.1,2809,1
1,430,427,26,4.3,95116,1
2,327,445,61,4.2,513,1
1,163,237,37,4.0,43994,1
1,163,237,37,4.0,43993,1
1,163,237,37,4.0,43994,1
2,190,204,8,4.1,3156,1
2,29,204,52,3.8,14629,1
4,220,375,67,3.7,74,0
2,327,127,81,3.8,197,1
1,332,67,73,4.0,1026,1
2,549,74,31,4.0,7222,1
1,123,445,84,4.0,1313,1
1,123,445,84,4.0,1313,1
1,105,445,86,3.3,5692,1
4,23,63,9,4.1,203,1
2,212,292,48,4.1,1259,1
4,455,445,28,3.8,49,0
7,302,207,0,4.2,419,1
1,425,9,41,4.4,3482,1
4,2,100,35,4.3,1404,1
2,327,408,51,3.6,323,1
1,393,42,58,4.1,2740,1
2,123,313,69,4.2,4971,1
2,3,36,7,3.8,2352,1
4,232,183,2,4.1,490,1
2,72,239,46,4.1,14371,1
2,204,367,52,4.1,38879,1
1,196,240,16,4.5,1271,1
1,116,1,85,3.9,295,1
2,327,63,74,4.3,4145,1
2,327,445,61,4.0,839,1
1,311,349,41,4.1,491,1
1,335,375,41,4.2,387,1
1,543,127,46,4.2,462,1
1,543,127,46,4.2,462,1
1,543,102,40,4.5,815,1
1,543,102,40,4.5,815,1
1,543,102,40,4.5,815,1
4,87,164,9,4.0,237,1
4,549,63,26,4.1,1646,1
1,148,313,60,4.0,1934,1
1,148,313,60,4.0,1933,1
1,163,313,56,4.1,602,1
1,163,313,56,4.1,602,1
1,163,313,56,4.1,602,1
1,393,427,38,4.2,919,1
1,223,157,77,3.8,7354,1
4,472,447,20,4.4,1964,1
2,354,352,17,4.3,44696,1
2,29,127,28,3.6,590,1
2,108,206,56,4.3,4744,1
4,185,297,42,4.1,444,1
4,273,313,34,3.9,1015,1
2,97,119,40,4.2,1510,1
1,327,445,61,3.9,817,1
1,502,437,4,3.8,3652,1
2,498,127,56,3.0,103,1
4,39,191,43,4.0,1498,1
2,117,148,35,4.3,16299,1
2,117,148,35,4.3,16299,1
2,475,132,59,4.1,2581,1
2,119,174,38,4.2,45238,1
2,119,174,38,4.2,45237,1
2,517,90,43,4.4,1680,1
4,515,124,52,4.1,212,1
2,476,410,55,4.0,30907,1
4,65,170,28,4.1,827,1
4,406,448,34,4.2,1191,1
4,426,41,50,4.1,557,1
1,248,408,64,4.0,2905,1
1,430,427,26,4.0,4018,1
1,38,142,29,3.9,427,1
2,436,418,16,4.1,313836,1
2,436,410,10,4.1,313832,1
1,341,445,58,4.1,1779,1
2,476,436,13,4.1,313832,1
2,503,13,15,4.1,313836,1
2,393,63,63,3.6,9169,1
2,273,445,67,4.3,8891,1
4,13,172,49,3.8,4383,1
4,34,170,40,3.8,166,1
2,221,313,52,3.7,246,1
4,430,191,76,3.9,578,1
4,211,247,8,4.0,178,1
2,471,110,59,4.4,390,1
2,163,265,45,4.2,1335,1
2,81,295,54,4.0,184,1
2,219,206,19,4.2,32840,1
4,346,408,46,3.8,287,1
2,478,448,13,4.3,1376,1
1,483,63,47,4.1,1045,1
2,260,63,79,4.2,2646,1
4,52,244,52,4.1,303,1
4,88,321,57,4.1,4927,1
4,36,147,32,4.4,461,1
4,222,63,84,3.9,1004,1
2,321,127,81,4.0,343,1
4,308,391,52,4.6,124,1
2,156,242,37,4.3,27151,1
2,36,81,5,4.0,9378,1
2,36,81,5,4.0,9378,1
1,513,62,37,3.9,356,1
2,172,352,61,4.3,17129,1
2,172,352,61,4.3,17129,1
1,220,265,41,4.1,1717,1
1,135,265,56,4.1,4768,1
1,135,265,56,4.1,4768,1
1,135,265,56,4.1,4768,1
4,349,127,78,4.1,257,1
4,538,127,48,4.0,1679,1
4,5,90,30,3.9,313,1
2,163,265,45,4.2,1335,1
2,350,445,56,3.6,493,1
2,216,313,54,3.8,313,1
2,189,266,31,4.1,3606,1
4,523,127,50,4.0,832,1
1,163,313,56,3.7,612,1
2,137,138,10,4.1,31822,1
2,137,138,10,4.1,31822,1
2,137,138,10,4.1,31822,1
4,229,265,37,3.6,451,1
4,549,131,45,3.8,1163,1
2,355,301,0,4.5,224,1
2,182,268,37,3.8,282,1
2,350,445,56,3.3,23,0
4,523,131,50,3.6,291,1
4,526,111,45,4.2,79,0
1,422,445,37,4.2,3201,1
1,393,408,31,4.3,2125,1
4,176,268,39,3.5,340,1
1,19,335,75,3.8,2043,1
4,274,352,43,4.0,777,1
2,305,318,29,4.3,21252,1
1,59,204,42,4.0,11113,1
2,503,43,28,4.1,6662,1
2,327,349,36,4.2,284,1
2,327,375,45,3.9,214,1
4,544,127,46,3.9,157,1
2,182,409,68,4.2,69622,1
2,182,409,68,4.2,69619,1
2,430,110,64,4.3,140036,1
2,13,268,68,4.3,140036,1
2,4,268,71,4.3,140035,1
4,94,304,53,4.2,1353,1
4,378,445,50,4.3,610,1
2,385,102,71,4.3,1454,1
1,393,445,45,4.4,1030,1
2,549,74,31,4.0,7222,1
4,398,22,47,3.9,959,1
2,52,289,63,3.9,136954,1
1,521,442,1,4.2,241,1
4,169,272,42,4.2,11199,1
2,190,352,53,4.1,5852,1
2,9,352,80,3.5,12966,1
4,13,110,32,3.5,24,0
1,427,124,67,4.0,9378,1
1,427,124,67,4.0,9377,1
1,427,124,67,4.0,9377,1
1,427,124,67,4.0,9378,1
1,123,168,38,4.0,9378,1
2,243,349,53,3.9,2147,1
1,123,168,38,4.0,9377,1
4,9,127,39,4.0,604,1
2,309,340,36,4.3,567,1
2,94,302,52,3.8,1880,1
2,99,128,39,3.7,129,1
4,374,445,50,4.3,229,1
2,19,316,73,3.8,14961,1
4,365,398,37,4.3,3231,1
4,94,172,12,4.1,1034,1
2,94,268,45,4.0,30254,1
2,62,268,56,4.0,30254,1
2,62,268,56,4.0,30254,1
2,503,29,21,3.9,276,1
2,479,29,26,3.8,125,1
4,281,343,37,4.3,168,1
2,190,316,45,3.9,7571,1
4,547,204,63,4.6,9,0
1,83,333,62,4.1,10976,1
1,233,74,83,3.8,1173,1
2,391,127,73,4.0,3626,1
2,35,204,49,3.3,227,1
4,191,373,58,4.2,611,1
2,61,202,41,3.8,11015,1
2,250,283,30,4.2,1510,1
2,94,316,56,3.9,7571,1
2,94,266,45,4.0,30254,1
1,243,265,31,4.0,6558,1
1,363,372,31,3.9,523,1
1,350,63,70,4.0,691,1
2,238,222,14,4.2,34899,1
2,131,144,19,4.2,34899,1
1,252,375,58,4.1,450,1
1,252,375,58,4.1,450,1
1,243,313,45,4.1,1508,1
1,350,445,56,4.3,2806,1
1,350,445,56,4.3,2806,1
2,112,103,20,4.1,50772,1
2,112,112,25,4.1,50772,1
2,112,112,25,4.1,50772,1
2,112,112,25,4.1,50772,1
4,8,204,60,3.5,57,0
4,48,172,35,3.7,1067,1
1,468,201,74,4.3,255,1
2,393,110,71,4.1,412,1
2,250,283,30,4.2,45238,1
2,94,410,72,4.2,31305,1
2,112,76,10,4.2,13246,1
2,393,427,38,3.7,185,1
2,381,379,26,4.3,21252,1
1,350,445,56,4.1,1780,1
1,350,445,56,4.1,1780,1
1,350,445,56,4.1,1780,1
1,163,445,78,4.0,576,1
1,163,445,78,4.0,575,1
1,116,349,75,4.1,265,1
4,76,229,39,3.8,687,1
4,272,313,34,4.4,290,1
2,163,313,56,3.6,2492,1
2,163,110,89,4.0,4740,1
4,43,154,31,3.9,9019,1
4,56,194,40,3.9,463,1
2,226,198,13,3.9,25824,1
2,213,188,14,3.9,25824,1
2,235,349,56,3.9,2147,1
2,156,174,12,3.9,25824,1
1,36,171,38,4.2,33717,1
2,150,275,49,4.2,6659,1
2,405,410,17,4.2,30355,1
1,73,272,52,4.4,3029,1
2,163,11,80,4.0,3197,1
2,350,127,78,4.5,505,1
2,137,174,25,4.1,22318,1
2,149,182,21,4.1,22318,1
2,26,172,42,3.3,73,0
2,52,376,76,3.9,21796,1
2,52,376,76,3.9,21797,1
2,52,376,76,3.9,21796,1
2,52,376,76,3.9,21796,1
2,29,74,10,4.0,128311,1
2,29,74,10,4.0,128311,1
1,383,63,65,4.1,352,1
2,266,270,17,4.2,7298,1
2,225,313,51,4.4,14,0
4,34,108,19,4.4,638,1
1,107,201,56,3.8,51,0
4,356,428,41,4.3,1017,1
4,185,280,37,3.8,397,1
4,469,63,49,3.8,144,1
1,163,445,78,4.1,425,1
2,546,313,78,4.1,2451,1
1,543,127,46,4.4,184,1
1,543,127,46,4.4,184,1
1,543,127,46,4.4,184,1
4,489,127,58,4.3,532,1
4,76,181,24,3.6,771,1
4,194,287,35,4.1,14947,1
2,491,55,38,4.7,5935,1
2,322,261,1,4.2,11029,1
2,531,192,60,4.2,1269,1
4,29,244,59,3.8,44050,1
4,229,313,49,3.5,185,1
2,62,238,49,3.7,676,1
1,148,201,34,3.9,81,0
2,536,105,42,4.5,205052,1
4,148,408,75,3.5,132,1
2,509,29,17,4.0,12796,1
2,509,29,17,4.0,12796,1
2,509,29,17,4.0,12796,1
2,455,445,28,4.2,1315,1
4,294,334,26,4.1,290,1
2,350,408,45,4.3,12,0
2,230,231,19,3.9,8866,1
4,170,299,50,4.3,562,1
4,197,220,8,3.9,260,1
1,376,445,50,4.0,2102,1
1,250,255,21,4.6,2886,1
2,546,313,78,4.1,2451,1
4,165,282,48,3.4,422,1
4,510,69,42,3.7,976,1
2,29,240,59,3.9,12452,1
2,31,90,14,4.0,128311,1
2,31,90,14,4.0,128311,1
2,241,354,54,4.2,143,1
2,130,162,26,4.3,1035,1
2,62,189,37,3.6,2272,1
4,524,106,43,4.0,16020,1
1,148,265,50,4.0,1423,1
1,148,265,50,4.0,1423,1
1,148,265,50,4.0,1423,1
1,148,265,50,4.0,1423,1
1,127,265,59,4.0,1423,1
2,176,448,75,4.2,29472,1
2,52,410,79,4.2,22638,1
2,52,448,83,4.2,22638,1
2,176,448,75,4.2,29471,1
2,176,448,75,4.2,29478,1
2,52,410,79,4.2,22636,1
2,52,410,79,4.2,22638,1
2,190,448,72,4.0,9090,1
1,430,268,83,3.9,1087,1
2,539,313,79,4.2,1949,1
2,539,313,79,4.2,1949,1
1,255,375,58,4.0,93,0
4,176,259,38,3.9,1085,1
1,393,1,45,5.0,23,0
4,388,1,47,4.2,1559,1
2,103,221,59,4.2,64,0
2,163,313,56,4.1,1786,1
2,98,213,61,4.1,398,1
2,210,352,45,4.1,5179,1
2,210,352,45,4.1,5179,1
4,1,90,31,3.1,111,1
4,494,445,14,3.3,8,0
2,1,150,49,3.9,1779,1
2,137,174,25,4.1,22318,1
2,309,306,24,4.3,7109,1
2,384,382,25,4.3,7109,1
2,503,76,41,4.3,592,1
4,256,350,48,4.4,5298,1
2,549,291,75,3.8,3390,1
4,181,290,43,3.9,326,1
2,62,181,31,4.3,1801,1
2,102,128,36,4.3,4703,1
2,230,241,24,4.3,4703,1
2,310,308,24,4.3,4703,1
2,257,275,25,4.3,4703,1
2,76,268,50,3.9,3517,1
1,228,427,72,3.8,132,1
2,218,241,30,4.3,1657,1
2,549,197,62,4.7,7779,1
2,549,197,62,4.6,6129,1
4,331,26,68,4.3,629,1
1,284,357,40,4.3,2515,1
2,549,278,73,3.5,1913,1
1,273,349,45,4.1,1597,1
2,253,445,70,3.7,465,1
2,309,336,34,4.1,1555,1
1,342,63,72,4.1,670,1
4,406,448,34,4.2,170,1
4,29,127,28,3.8,311,1
2,32,199,49,4.5,19624,1
4,167,212,26,4.1,282,1
2,467,127,62,4.3,1193,1
1,217,313,53,3.9,536,1
1,217,313,53,3.9,536,1
4,487,42,36,4.0,119,1
1,231,445,74,4.2,1528,1
1,337,348,31,4.0,323,1
2,300,378,37,4.1,10229,1
2,36,335,72,3.9,9504,1
2,94,448,78,3.7,1986,1
2,261,198,0,4.3,17415,1
2,261,198,0,4.3,17415,1
2,316,236,0,4.3,17415,1
2,217,313,53,3.6,104,1
4,204,240,12,4.5,546,1
4,163,445,78,3.1,2,0
2,310,298,20,4.2,7298,1
1,421,124,68,4.0,9378,1
2,211,448,67,4.2,20879,1
2,211,448,67,4.2,20881,1
2,300,92,73,4.3,17159,1
2,300,92,73,4.3,17162,1
1,519,201,68,4.0,9378,1
2,300,103,75,4.3,17161,1
1,127,265,59,3.9,57,0
2,93,448,78,4.3,27696,1
2,93,448,78,4.3,27709,1
2,94,448,78,4.3,27704,1
2,94,448,78,4.3,27696,1
4,25,150,39,4.3,55,0
4,290,387,46,4.0,10324,1
2,384,411,34,4.3,1376,1
2,301,317,31,4.3,1376,1
2,508,111,48,3.9,350,1
2,443,91,54,3.8,110,1
1,326,63,74,4.2,656,1
1,326,63,74,4.2,656,1
2,119,119,20,4.1,18998,1
2,100,65,19,4.1,18998,1
2,112,103,20,4.1,18998,1
2,112,103,20,4.1,18998,1
2,119,119,20,4.1,18998,1
2,119,119,20,4.1,18998,1
2,100,65,19,4.1,18998,1
2,119,119,20,4.1,18998,1
1,127,445,83,4.0,1313,1
1,163,445,78,3.9,1075,1
1,163,445,78,3.9,1075,1
1,243,433,70,3.9,1075,1
4,239,313,46,3.3,478,1
4,497,404,0,4.0,97,0
4,235,160,0,4.3,7,0
1,521,412,87,3.9,1075,1
1,546,412,86,3.9,1075,1
4,360,133,72,4.8,3964,1
2,36,352,74,3.3,4415,1
2,29,352,75,3.3,4415,1
2,29,352,75,3.3,4415,1
2,500,266,78,3.8,119,1
2,509,49,26,3.8,3145,1
4,148,408,75,3.6,101,1
2,94,409,72,3.8,17831,1
2,76,409,74,3.8,17833,1
2,94,409,72,3.8,17833,1
2,94,409,72,3.8,17831,1
2,94,409,72,3.8,17831,1
1,376,11,54,4.0,242,1
2,190,352,53,3.7,828,1
2,520,127,51,4.2,2284,1
4,62,199,39,3.7,441,1
2,84,316,58,4.1,10689,1
2,94,316,56,4.1,10689,1
4,47,300,64,4.1,1045,1
2,372,318,1,4.3,3075,1
2,132,349,72,4.3,714,1
1,327,349,36,4.1,210,1
1,327,349,36,4.1,210,1
4,163,127,89,3.7,2031,1
1,163,445,78,4.3,87,0
1,163,445,78,4.2,85,0
1,123,332,72,3.9,61,0
1,115,332,74,3.9,61,0
4,500,204,70,4.5,63,0
2,211,352,45,4.1,7148,1
2,119,174,38,4.2,32840,1
2,238,249,24,4.2,32840,1
2,219,206,19,4.2,32840,1
1,252,375,58,3.5,690,1
2,151,245,40,4.0,1001,1
2,298,330,20,3.5,1641,1
4,396,128,70,4.4,535,1
4,139,207,40,2.6,24,0
4,186,177,33,4.1,25,0
2,523,240,71,3.0,681,1
4,1,120,40,3.8,250,1
4,460,14,34,3.6,91,0
1,327,427,57,4.5,149,1
1,327,427,57,4.5,149,1
4,369,445,52,4.1,222,1
2,273,26,72,4.5,596,1
2,137,182,28,4.2,32840,1
1,538,127,48,4.4,13552,1
1,538,127,48,4.4,13552,1
1,500,127,56,4.2,8583,1
2,29,172,42,4.3,301,1
4,290,406,50,4.2,136,1
2,522,6,6,4.3,106,1
4,364,445,53,4.4,227,1
2,497,313,82,4.2,1949,1
4,34,204,50,3.8,441,1
1,163,445,78,3.0,1,0
4,393,408,31,3.6,212,1
2,110,151,40,4.3,1611,1
2,328,317,20,4.3,1611,1
2,194,378,59,4.5,1526,1
2,194,378,59,4.5,1526,1
2,76,268,50,4.6,245,1
2,76,268,50,4.6,245,1
4,55,204,43,3.3,29,0
4,392,31,54,3.2,113,1
1,116,445,85,4.2,491,1
4,200,302,37,4.2,1296,1
4,500,90,48,4.0,97,0
2,339,370,36,4.3,3587,1
2,480,64,41,4.3,457,1
2,265,370,49,4.1,211,1
2,119,76,4,3.9,2180,1
2,119,76,4,3.9,2180,1
4,163,375,69,2.9,159,1
2,430,127,67,4.2,47,0
1,264,445,68,4.1,401,1
2,436,430,20,4.0,7807,1
2,436,430,20,4.0,7807,1
2,436,430,20,4.0,7807,1
2,262,127,84,2.8,87,0
2,546,445,89,4.4,305,1
4,359,430,40,4.1,297,1
2,415,421,28,4.3,3587,1
2,151,173,16,4.3,4702,1
4,290,386,46,3.9,942,1
2,416,204,80,4.3,407,1
1,393,42,58,4.5,434,1
4,503,84,42,4.3,97,0
2,40,268,60,4.0,32,0
2,112,49,33,4.1,56098,1
2,361,378,21,3.8,758,1
4,523,125,50,4.1,185,1
2,420,1,37,4.4,67259,1
2,420,1,37,4.4,67262,1
1,163,445,78,4.2,362,1
2,541,105,41,4.4,67259,1
2,90,244,37,4.4,67260,1
4,19,202,56,3.8,133,1
2,76,129,90,4.2,13937,1
2,76,129,90,4.2,13937,1
2,76,129,90,4.2,13937,1
2,76,129,90,4.2,13937,1
2,76,129,90,4.2,13937,1
4,462,63,50,2.3,13,0
1,163,237,37,4.1,314,1
1,163,237,37,4.1,314,1
1,393,400,29,4.3,74,0
4,9,164,49,3.8,4,0
2,354,410,38,3.5,37,0
4,393,42,58,3.9,65,0
1,349,118,78,4.0,75,0
1,13,63,15,4.1,10443,1
4,159,265,47,3.6,37,0
2,52,268,59,3.7,37,0
4,361,174,78,4.5,287,1
4,361,174,78,4.6,124,1
4,523,127,50,4.2,39,0
4,464,63,50,4.2,900,1
4,63,258,54,4.2,156,1
4,455,445,28,3.6,4,0
4,393,42,58,4.7,54,0
2,435,446,28,4.0,27,0
4,471,74,51,4.7,1729,1
4,471,74,51,4.7,2300,1
4,163,313,56,3.3,12,0
2,527,29,13,4.2,284,1
2,527,29,13,4.2,284,1
2,97,49,14,4.2,284,1
2,243,445,72,4.5,38,0
4,495,74,46,4.5,11,0
2,94,418,73,4.3,240,1
1,163,445,78,4.5,127,1
1,163,445,78,4.5,127,1
4,523,74,38,3.4,15,0
4,383,74,68,3.7,6,0
4,393,445,45,4.6,79,0
2,118,195,47,4.5,7,0
4,393,142,74,2.8,109,1
4,154,349,65,3.9,1306,1
4,535,142,53,3.7,4,0
4,393,142,74,3.7,53,0
2,211,409,58,4.1,154,1
2,190,409,65,4.1,154,1
2,211,29,72,4.4,768,1
2,300,448,56,4.4,73,0
1,350,127,78,5.0,5,0
4,52,244,52,4.7,2591,1
4,500,26,26,4.4,17,0
4,500,123,56,4.3,70,0
4,249,445,71,4.0,43,0
4,29,170,42,2.0,2,0
4,260,313,38,4.8,28,0
1,243,445,72,5.0,1,0
4,41,127,20,4.8,53803,1
